stat,value,year
2UDwolfNum,71.0,207
2UDwolfEn,1551.0,207
2UDwolfRe,2252.4,207
2UDwolfFa,5.4,207
grassNum,4825.0,208
grassEn,213.4,208
grassRe,127.4,208
grassFa,5.4,208
KDFwolfNum,70.0,208
KDFwolfEn,219.8,208
KDFwolfRe,545.2,208
KDFwolfFa,5.4,208
008rabbitNum,114.0,208
008rabbitEn,59.5,208
008rabbitRe,59.2,208
008rabbitFa,8.6,208
KDFrabbitNum,13.0,208
KDFrabbitEn,285.7,208
KDFrabbitRe,353.0,208
KDFrabbitFa,6.6,208
008wolfNum,184.0,208
008wolfEn,605.4,208
008wolfRe,1046.8,208
008wolfFa,5.5,208
2UDrabbitNum,115.0,208
2UDrabbitEn,89.3,208
2UDrabbitRe,68.5,208
2UDrabbitFa,11.3,208
2UDwolfNum,71.0,208
2UDwolfEn,1554.8,208
2UDwolfRe,2252.4,208
2UDwolfFa,5.4,208
grassNum,4887.0,209
grassEn,213.5,209
grassRe,127.4,209
grassFa,5.4,209
KDFwolfNum,68.0,209
KDFwolfEn,220.8,209
KDFwolfRe,544.8,209
KDFwolfFa,5.4,209
008rabbitNum,97.0,209
008rabbitEn,65.2,209
008rabbitRe,59.1,209
008rabbitFa,8.6,209
KDFrabbitNum,13.0,209
KDFrabbitEn,288.8,209
KDFrabbitRe,351.3,209
KDFrabbitFa,6.5,209
008wolfNum,184.0,209
008wolfEn,603.7,209
008wolfRe,1046.8,209
008wolfFa,5.5,209
2UDrabbitNum,123.0,209
2UDrabbitEn,91.2,209
2UDrabbitRe,68.3,209
2UDrabbitFa,11.8,209
2UDwolfNum,72.0,209
2UDwolfEn,1545.0,209
2UDwolfRe,2252.5,209
2UDwolfFa,5.4,209
grassNum,4933.0,210
grassEn,214.0,210
grassRe,127.3,210
grassFa,5.4,210
KDFwolfNum,67.0,210
KDFwolfEn,218.6,210
KDFwolfRe,544.8,210
KDFwolfFa,5.4,210
008rabbitNum,98.0,210
008rabbitEn,68.9,210
008rabbitRe,59.2,210
008rabbitFa,8.7,210
KDFrabbitNum,13.0,210
KDFrabbitEn,286.6,210
KDFrabbitRe,351.0,210
KDFrabbitFa,6.9,210
008wolfNum,184.0,210
008wolfEn,599.1,210
008wolfRe,1046.8,210
008wolfFa,5.5,210
2UDrabbitNum,133.0,210
2UDrabbitEn,79.3,210
2UDrabbitRe,68.1,210
2UDrabbitFa,12.0,210
2UDwolfNum,72.0,210
2UDwolfEn,1550.7,210
2UDwolfRe,2252.5,210
2UDwolfFa,5.4,210
grassNum,4989.0,211
grassEn,214.1,211
grassRe,127.2,211
grassFa,5.5,211
KDFwolfNum,67.0,211
KDFwolfEn,214.1,211
KDFwolfRe,544.8,211
KDFwolfFa,5.4,211
008rabbitNum,95.0,211
008rabbitEn,72.9,211
008rabbitRe,59.5,211
008rabbitFa,8.6,211
KDFrabbitNum,12.0,211
KDFrabbitEn,322.3,211
KDFrabbitRe,350.8,211
KDFrabbitFa,6.6,211
008wolfNum,185.0,211
008wolfEn,593.6,211
008wolfRe,1046.8,211
008wolfFa,5.5,211
2UDrabbitNum,135.0,211
2UDrabbitEn,83.7,211
2UDrabbitRe,68.1,211
2UDrabbitFa,12.0,211
2UDwolfNum,73.0,211
2UDwolfEn,1544.6,211
2UDwolfRe,2252.4,211
2UDwolfFa,5.4,211
grassNum,5071.0,212
grassEn,213.5,212
grassRe,127.2,212
grassFa,5.5,212
KDFwolfNum,66.0,212
KDFwolfEn,213.1,212
KDFwolfRe,544.8,212
KDFwolfFa,5.4,212
008rabbitNum,99.0,212
008rabbitEn,76.6,212
008rabbitRe,59.6,212
008rabbitFa,8.6,212
KDFrabbitNum,11.0,212
KDFrabbitEn,366.6,212
KDFrabbitRe,352.4,212
KDFrabbitFa,6.7,212
008wolfNum,185.0,212
008wolfEn,589.2,212
008wolfRe,1046.8,212
008wolfFa,5.5,212
2UDrabbitNum,132.0,212
2UDrabbitEn,84.3,212
2UDrabbitRe,67.6,212
2UDrabbitFa,12.5,212
2UDwolfNum,73.0,212
2UDwolfEn,1549.7,212
2UDwolfRe,2252.4,212
2UDwolfFa,5.4,212
grassNum,5127.0,213
grassEn,213.7,213
grassRe,127.1,213
grassFa,5.5,213
KDFwolfNum,66.0,213
KDFwolfEn,208.8,213
KDFwolfRe,544.8,213
KDFwolfFa,5.4,213
008rabbitNum,92.0,213
008rabbitEn,87.4,213
008rabbitRe,59.7,213
008rabbitFa,8.6,213
KDFrabbitNum,12.0,213
KDFrabbitEn,340.6,213
KDFrabbitRe,352.4,213
KDFrabbitFa,7.0,213
008wolfNum,186.0,213
008wolfEn,585.1,213
008wolfRe,1046.8,213
008wolfFa,5.5,213
2UDrabbitNum,146.0,213
2UDrabbitEn,73.0,213
2UDrabbitRe,67.5,213
2UDrabbitFa,12.4,213
2UDwolfNum,73.0,213
2UDwolfEn,1547.7,213
2UDwolfRe,2252.4,213
2UDwolfFa,5.4,213
grassNum,5174.0,214
grassEn,214.0,214
grassRe,127.0,214
grassFa,5.5,214
KDFwolfNum,66.0,214
KDFwolfEn,205.0,214
KDFwolfRe,544.8,214
KDFwolfFa,5.4,214
008rabbitNum,97.0,214
008rabbitEn,88.1,214
008rabbitRe,59.6,214
008rabbitFa,8.6,214
KDFrabbitNum,11.0,214
KDFrabbitEn,381.1,214
KDFrabbitRe,352.4,214
KDFrabbitFa,6.7,214
008wolfNum,186.0,214
008wolfEn,580.5,214
008wolfRe,1046.8,214
008wolfFa,5.5,214
2UDrabbitNum,142.0,214
2UDrabbitEn,81.0,214
2UDrabbitRe,67.4,214
2UDrabbitFa,12.5,214
2UDwolfNum,73.0,214
2UDwolfEn,1547.6,214
2UDwolfRe,2252.4,214
2UDwolfFa,5.4,214
grassNum,5240.0,215
grassEn,214.0,215
grassRe,126.9,215
grassFa,5.5,215
KDFwolfNum,65.0,215
KDFwolfEn,203.3,215
KDFwolfRe,544.9,215
KDFwolfFa,5.4,215
008rabbitNum,100.0,215
008rabbitEn,86.3,215
008rabbitRe,59.6,215
008rabbitFa,8.6,215
KDFrabbitNum,11.0,215
KDFrabbitEn,395.9,215
KDFrabbitRe,352.4,215
KDFrabbitFa,6.7,215
008wolfNum,186.0,215
008wolfEn,576.1,215
008wolfRe,1046.8,215
008wolfFa,5.5,215
2UDrabbitNum,143.0,215
2UDrabbitEn,77.9,215
2UDrabbitRe,67.4,215
2UDrabbitFa,12.6,215
2UDwolfNum,73.0,215
2UDwolfEn,1548.3,215
2UDwolfRe,2252.4,215
2UDwolfFa,5.4,215
grassNum,5284.0,216
grassEn,214.7,216
grassRe,126.8,216
grassFa,5.5,216
KDFwolfNum,65.0,216
KDFwolfEn,198.7,216
KDFwolfRe,544.9,216
KDFwolfFa,5.4,216
008rabbitNum,101.0,216
008rabbitEn,80.4,216
008rabbitRe,59.5,216
008rabbitFa,8.5,216
KDFrabbitNum,11.0,216
KDFrabbitEn,416.4,216
KDFrabbitRe,352.4,216
KDFrabbitFa,6.7,216
008wolfNum,186.0,216
008wolfEn,572.1,216
008wolfRe,1046.8,216
008wolfFa,5.5,216
2UDrabbitNum,154.0,216
2UDrabbitEn,72.1,216
2UDrabbitRe,67.7,216
2UDrabbitFa,12.8,216
2UDwolfNum,73.0,216
2UDwolfEn,1548.2,216
2UDwolfRe,2252.4,216
2UDwolfFa,5.4,216
grassNum,5333.0,217
grassEn,214.9,217
grassRe,126.6,217
grassFa,5.5,217
KDFwolfNum,64.0,217
KDFwolfEn,196.2,217
KDFwolfRe,544.9,217
KDFwolfFa,5.4,217
008rabbitNum,107.0,217
008rabbitEn,83.8,217
008rabbitRe,59.5,217
008rabbitFa,8.5,217
KDFrabbitNum,11.0,217
KDFrabbitEn,434.6,217
KDFrabbitRe,352.4,217
KDFrabbitFa,6.7,217
008wolfNum,186.0,217
008wolfEn,568.5,217
008wolfRe,1046.8,217
008wolfFa,5.5,217
2UDrabbitNum,160.0,217
2UDrabbitEn,71.5,217
2UDrabbitRe,68.0,217
2UDrabbitFa,12.8,217
2UDwolfNum,74.0,217
2UDwolfEn,1536.7,217
2UDwolfRe,2252.4,217
2UDwolfFa,5.4,217
grassNum,5388.0,218
grassEn,214.9,218
grassRe,126.5,218
grassFa,5.5,218
KDFwolfNum,63.0,218
KDFwolfEn,195.9,218
KDFwolfRe,544.9,218
KDFwolfFa,5.4,218
008rabbitNum,111.0,218
008rabbitEn,81.2,218
008rabbitRe,59.3,218
008rabbitFa,8.6,218
KDFrabbitNum,13.0,218
KDFrabbitEn,357.8,218
KDFrabbitRe,351.4,218
KDFrabbitFa,6.5,218
008wolfNum,186.0,218
008wolfEn,565.1,218
008wolfRe,1046.8,218
008wolfFa,5.5,218
2UDrabbitNum,171.0,218
2UDrabbitEn,68.7,218
2UDrabbitRe,68.3,218
2UDrabbitFa,12.7,218
2UDwolfNum,75.0,218
2UDwolfEn,1526.5,218
2UDwolfRe,2252.3,218
2UDwolfFa,5.4,218
grassNum,5431.0,219
grassEn,214.6,219
grassRe,126.3,219
grassFa,5.6,219
KDFwolfNum,60.0,219
KDFwolfEn,202.0,219
KDFwolfRe,544.7,219
KDFwolfFa,5.4,219
008rabbitNum,119.0,219
008rabbitEn,88.9,219
008rabbitRe,59.1,219
008rabbitFa,8.6,219
KDFrabbitNum,13.0,219
KDFrabbitEn,369.1,219
KDFrabbitRe,351.4,219
KDFrabbitFa,6.5,219
008wolfNum,186.0,219
008wolfEn,561.7,219
008wolfRe,1046.8,219
008wolfFa,5.5,219
2UDrabbitNum,170.0,219
2UDrabbitEn,76.6,219
2UDrabbitRe,69.1,219
2UDrabbitFa,12.5,219
2UDwolfNum,75.0,219
2UDwolfEn,1527.2,219
2UDwolfRe,2252.3,219
2UDwolfFa,5.4,219
grassNum,5483.0,220
grassEn,214.2,220
grassRe,126.2,220
grassFa,5.6,220
KDFwolfNum,59.0,220
KDFwolfEn,200.6,220
KDFwolfRe,544.8,220
KDFwolfFa,5.4,220
008rabbitNum,120.0,220
008rabbitEn,75.4,220
008rabbitRe,59.0,220
008rabbitFa,8.5,220
KDFrabbitNum,13.0,220
KDFrabbitEn,378.2,220
KDFrabbitRe,351.4,220
KDFrabbitFa,6.5,220
008wolfNum,186.0,220
008wolfEn,557.9,220
008wolfRe,1046.8,220
008wolfFa,5.5,220
2UDrabbitNum,168.0,220
2UDrabbitEn,85.8,220
2UDrabbitRe,69.6,220
2UDrabbitFa,12.4,220
2UDwolfNum,75.0,220
2UDwolfEn,1532.6,220
2UDwolfRe,2252.3,220
2UDwolfFa,5.4,220
grassNum,5546.0,221
grassEn,213.6,221
grassRe,126.1,221
grassFa,5.6,221
KDFwolfNum,58.0,221
KDFwolfEn,202.0,221
KDFwolfRe,544.7,221
KDFwolfFa,5.4,221
008rabbitNum,120.0,221
008rabbitEn,67.3,221
008rabbitRe,58.8,221
008rabbitFa,8.4,221
KDFrabbitNum,14.0,221
KDFrabbitEn,330.2,221
KDFrabbitRe,353.1,221
KDFrabbitFa,6.7,221
008wolfNum,187.0,221
008wolfEn,553.3,221
008wolfRe,1046.8,221
008wolfFa,5.5,221
2UDrabbitNum,166.0,221
2UDrabbitEn,94.1,221
2UDrabbitRe,69.7,221
2UDrabbitFa,12.3,221
2UDwolfNum,76.0,221
2UDwolfEn,1523.8,221
2UDwolfRe,2252.3,221
2UDwolfFa,5.4,221
grassNum,5601.0,222
grassEn,213.4,222
grassRe,126.0,222
grassFa,5.6,222
KDFwolfNum,57.0,222
KDFwolfEn,206.9,222
KDFwolfRe,544.8,222
KDFwolfFa,5.4,222
008rabbitNum,128.0,222
008rabbitEn,64.9,222
008rabbitRe,58.6,222
008rabbitFa,8.4,222
KDFrabbitNum,13.0,222
KDFrabbitEn,353.9,222
KDFrabbitRe,353.2,222
KDFrabbitFa,6.5,222
008wolfNum,187.0,222
008wolfEn,549.6,222
008wolfRe,1046.8,222
008wolfFa,5.5,222
2UDrabbitNum,176.0,222
2UDrabbitEn,88.9,222
2UDrabbitRe,69.4,222
2UDrabbitFa,12.4,222
2UDwolfNum,77.0,222
2UDwolfEn,1517.8,222
2UDwolfRe,2252.2,222
2UDwolfFa,5.4,222
grassNum,5654.0,223
grassEn,213.2,223
grassRe,125.8,223
grassFa,5.6,223
KDFwolfNum,57.0,223
KDFwolfEn,205.2,223
KDFwolfRe,544.7,223
KDFwolfFa,5.4,223
008rabbitNum,131.0,223
008rabbitEn,67.5,223
008rabbitRe,58.6,223
008rabbitFa,8.4,223
KDFrabbitNum,12.0,223
KDFrabbitEn,393.6,223
KDFrabbitRe,352.9,223
KDFrabbitFa,6.5,223
008wolfNum,188.0,223
008wolfEn,545.0,223
008wolfRe,1046.8,223
008wolfFa,5.5,223
2UDrabbitNum,188.0,223
2UDrabbitEn,90.1,223
2UDrabbitRe,68.9,223
2UDrabbitFa,12.6,223
2UDwolfNum,77.0,223
2UDwolfEn,1519.6,223
2UDwolfRe,2252.2,223
2UDwolfFa,5.4,223
grassNum,5695.0,224
grassEn,213.1,224
grassRe,125.7,224
grassFa,5.6,224
KDFwolfNum,58.0,224
KDFwolfEn,207.3,224
KDFwolfRe,544.4,224
KDFwolfFa,5.4,224
008rabbitNum,130.0,224
008rabbitEn,75.9,224
008rabbitRe,58.4,224
008rabbitFa,8.3,224
KDFrabbitNum,12.0,224
KDFrabbitEn,405.7,224
KDFrabbitRe,352.9,224
KDFrabbitFa,6.5,224
008wolfNum,188.0,224
008wolfEn,540.8,224
008wolfRe,1046.8,224
008wolfFa,5.5,224
2UDrabbitNum,207.0,224
2UDrabbitEn,79.8,224
2UDrabbitRe,68.5,224
2UDrabbitFa,13.0,224
2UDwolfNum,77.0,224
2UDwolfEn,1518.5,224
2UDwolfRe,2252.2,224
2UDwolfFa,5.4,224
grassNum,5769.0,225
grassEn,212.3,225
grassRe,125.6,225
grassFa,5.7,225
KDFwolfNum,58.0,225
KDFwolfEn,210.7,225
KDFwolfRe,544.4,225
KDFwolfFa,5.4,225
008rabbitNum,134.0,225
008rabbitEn,74.4,225
008rabbitRe,58.2,225
008rabbitFa,8.3,225
KDFrabbitNum,12.0,225
KDFrabbitEn,416.8,225
KDFrabbitRe,352.9,225
KDFrabbitFa,6.5,225
008wolfNum,188.0,225
008wolfEn,537.1,225
008wolfRe,1046.8,225
008wolfFa,5.5,225
2UDrabbitNum,207.0,225
2UDrabbitEn,80.3,225
2UDrabbitRe,68.1,225
2UDrabbitFa,13.3,225
2UDwolfNum,78.0,225
2UDwolfEn,1508.9,225
2UDwolfRe,2252.3,225
2UDwolfFa,5.4,225
grassNum,5822.0,226
grassEn,212.2,226
grassRe,125.5,226
grassFa,5.7,226
KDFwolfNum,58.0,226
KDFwolfEn,219.5,226
KDFwolfRe,544.1,226
KDFwolfFa,5.4,226
008rabbitNum,142.0,226
008rabbitEn,73.7,226
008rabbitRe,58.3,226
008rabbitFa,8.5,226
KDFrabbitNum,13.0,226
KDFrabbitEn,376.9,226
KDFrabbitRe,351.4,226
KDFrabbitFa,6.4,226
008wolfNum,189.0,226
008wolfEn,532.6,226
008wolfRe,1046.8,226
008wolfFa,5.5,226
2UDrabbitNum,205.0,226
2UDrabbitEn,73.3,226
2UDrabbitRe,67.3,226
2UDrabbitFa,13.9,226
2UDwolfNum,79.0,226
2UDwolfEn,1499.5,226
2UDwolfRe,2252.3,226
2UDwolfFa,5.4,226
grassNum,5867.0,227
grassEn,212.4,227
grassRe,125.4,227
grassFa,5.7,227
KDFwolfNum,58.0,227
KDFwolfEn,226.0,227
KDFwolfRe,544.1,227
KDFwolfFa,5.4,227
008rabbitNum,157.0,227
008rabbitEn,64.3,227
008rabbitRe,58.5,227
008rabbitFa,8.6,227
KDFrabbitNum,13.0,227
KDFrabbitEn,384.3,227
KDFrabbitRe,351.4,227
KDFrabbitFa,6.4,227
008wolfNum,189.0,227
008wolfEn,529.1,227
008wolfRe,1046.8,227
008wolfFa,5.5,227
2UDrabbitNum,189.0,227
2UDrabbitEn,80.6,227
2UDrabbitRe,66.9,227
2UDrabbitFa,14.1,227
2UDwolfNum,79.0,227
2UDwolfEn,1497.0,227
2UDwolfRe,2252.3,227
2UDwolfFa,5.4,227
grassNum,5933.0,228
grassEn,212.2,228
grassRe,125.3,228
grassFa,5.7,228
KDFwolfNum,60.0,228
KDFwolfEn,216.4,228
KDFwolfRe,544.1,228
KDFwolfFa,5.4,228
008rabbitNum,161.0,228
008rabbitEn,73.7,228
008rabbitRe,58.5,228
008rabbitFa,8.6,228
KDFrabbitNum,14.0,228
KDFrabbitEn,347.0,228
KDFrabbitRe,351.3,228
KDFrabbitFa,6.6,228
008wolfNum,190.0,228
008wolfEn,523.4,228
008wolfRe,1046.7,228
008wolfFa,5.5,228
2UDrabbitNum,196.0,228
2UDrabbitEn,81.6,228
2UDrabbitRe,67.1,228
2UDrabbitFa,14.0,228
2UDwolfNum,80.0,228
2UDwolfEn,1486.1,228
2UDwolfRe,2252.3,228
2UDwolfFa,5.4,228
grassNum,5991.0,229
grassEn,212.1,229
grassRe,125.3,229
grassFa,5.7,229
KDFwolfNum,58.0,229
KDFwolfEn,221.7,229
KDFwolfRe,544.1,229
KDFwolfFa,5.4,229
008rabbitNum,167.0,229
008rabbitEn,70.2,229
008rabbitRe,58.5,229
008rabbitFa,8.6,229
KDFrabbitNum,12.0,229
KDFrabbitEn,410.1,229
KDFrabbitRe,352.9,229
KDFrabbitFa,6.5,229
008wolfNum,190.0,229
008wolfEn,518.5,229
008wolfRe,1046.7,229
008wolfFa,5.5,229
2UDrabbitNum,207.0,229
2UDrabbitEn,81.0,229
2UDrabbitRe,66.7,229
2UDrabbitFa,14.1,229
2UDwolfNum,81.0,229
2UDwolfEn,1477.2,229
2UDwolfRe,2252.2,229
2UDwolfFa,5.4,229
grassNum,6042.0,230
grassEn,212.4,230
grassRe,125.2,230
grassFa,5.8,230
KDFwolfNum,58.0,230
KDFwolfEn,221.9,230
KDFwolfRe,544.1,230
KDFwolfFa,5.4,230
008rabbitNum,167.0,230
008rabbitEn,66.1,230
008rabbitRe,58.5,230
008rabbitFa,8.7,230
KDFrabbitNum,12.0,230
KDFrabbitEn,404.1,230
KDFrabbitRe,352.9,230
KDFrabbitFa,6.6,230
008wolfNum,190.0,230
008wolfEn,515.3,230
008wolfRe,1046.7,230
008wolfFa,5.5,230
2UDrabbitNum,197.0,230
2UDrabbitEn,81.5,230
2UDrabbitRe,66.4,230
2UDrabbitFa,14.3,230
2UDwolfNum,81.0,230
2UDwolfEn,1476.0,230
2UDwolfRe,2252.2,230
2UDwolfFa,5.4,230
grassNum,6113.0,231
grassEn,212.1,231
grassRe,125.2,231
grassFa,5.8,231
KDFwolfNum,59.0,231
KDFwolfEn,215.8,231
KDFwolfRe,544.2,231
KDFwolfFa,5.4,231
008rabbitNum,172.0,231
008rabbitEn,64.5,231
008rabbitRe,58.6,231
008rabbitFa,8.8,231
KDFrabbitNum,13.0,231
KDFrabbitEn,283.0,231
KDFrabbitRe,352.8,231
KDFrabbitFa,6.5,231
008wolfNum,190.0,231
008wolfEn,510.7,231
008wolfRe,1046.7,231
008wolfFa,5.5,231
2UDrabbitNum,197.0,231
2UDrabbitEn,74.2,231
2UDrabbitRe,66.0,231
2UDrabbitFa,14.4,231
2UDwolfNum,81.0,231
2UDwolfEn,1474.4,231
2UDwolfRe,2252.2,231
2UDwolfFa,5.4,231
grassNum,6178.0,232
grassEn,212.2,232
grassRe,125.1,232
grassFa,5.8,232
KDFwolfNum,59.0,232
KDFwolfEn,212.3,232
KDFwolfRe,544.2,232
KDFwolfFa,5.4,232
008rabbitNum,167.0,232
008rabbitEn,71.0,232
008rabbitRe,58.7,232
008rabbitFa,8.8,232
KDFrabbitNum,12.0,232
KDFrabbitEn,315.9,232
KDFrabbitRe,352.4,232
KDFrabbitFa,6.5,232
008wolfNum,190.0,232
008wolfEn,506.1,232
008wolfRe,1046.7,232
008wolfFa,5.5,232
2UDrabbitNum,201.0,232
2UDrabbitEn,75.5,232
2UDrabbitRe,66.1,232
2UDrabbitFa,14.6,232
2UDwolfNum,81.0,232
2UDwolfEn,1471.0,232
2UDwolfRe,2252.2,232
2UDwolfFa,5.4,232
grassNum,6239.0,233
grassEn,212.2,233
grassRe,125.1,233
grassFa,5.8,233
KDFwolfNum,59.0,233
KDFwolfEn,209.0,233
KDFwolfRe,544.2,233
KDFwolfFa,5.4,233
008rabbitNum,172.0,233
008rabbitEn,66.0,233
008rabbitRe,58.8,233
008rabbitFa,8.8,233
KDFrabbitNum,13.0,233
KDFrabbitEn,286.5,233
KDFrabbitRe,352.3,233
KDFrabbitFa,6.8,233
008wolfNum,190.0,233
008wolfEn,501.7,233
008wolfRe,1046.7,233
008wolfFa,5.5,233
2UDrabbitNum,206.0,233
2UDrabbitEn,79.2,233
2UDrabbitRe,66.3,233
2UDrabbitFa,14.6,233
2UDwolfNum,81.0,233
2UDwolfEn,1466.6,233
2UDwolfRe,2252.2,233
2UDwolfFa,5.4,233
grassNum,6306.0,234
grassEn,211.9,234
grassRe,125.0,234
grassFa,5.8,234
KDFwolfNum,59.0,234
KDFwolfEn,207.5,234
KDFwolfRe,544.2,234
KDFwolfFa,5.4,234
008rabbitNum,176.0,234
008rabbitEn,67.8,234
008rabbitRe,58.9,234
008rabbitFa,8.8,234
KDFrabbitNum,13.0,234
KDFrabbitEn,280.0,234
KDFrabbitRe,350.9,234
KDFrabbitFa,6.4,234
008wolfNum,190.0,234
008wolfEn,496.7,234
008wolfRe,1046.7,234
008wolfFa,5.5,234
2UDrabbitNum,199.0,234
2UDrabbitEn,82.6,234
2UDrabbitRe,66.0,234
2UDrabbitFa,14.9,234
2UDwolfNum,81.0,234
2UDwolfEn,1466.1,234
2UDwolfRe,2252.2,234
2UDwolfFa,5.4,234
grassNum,6369.0,235
grassEn,211.8,235
grassRe,125.0,235
grassFa,5.8,235
KDFwolfNum,58.0,235
KDFwolfEn,206.3,235
KDFwolfRe,543.9,235
KDFwolfFa,5.4,235
008rabbitNum,185.0,235
008rabbitEn,64.7,235
008rabbitRe,59.0,235
008rabbitFa,8.7,235
KDFrabbitNum,14.0,235
KDFrabbitEn,249.7,235
KDFrabbitRe,351.1,235
KDFrabbitFa,6.3,235
008wolfNum,190.0,235
008wolfEn,492.2,235
008wolfRe,1046.7,235
008wolfFa,5.5,235
2UDrabbitNum,201.0,235
2UDrabbitEn,84.7,235
2UDrabbitRe,65.7,235
2UDrabbitFa,14.9,235
2UDwolfNum,81.0,235
2UDwolfEn,1461.2,235
2UDwolfRe,2252.2,235
2UDwolfFa,5.4,235
grassNum,6440.0,236
grassEn,211.8,236
grassRe,125.0,236
grassFa,5.9,236
KDFwolfNum,58.0,236
KDFwolfEn,206.4,236
KDFwolfRe,543.9,236
KDFwolfFa,5.4,236
008rabbitNum,192.0,236
008rabbitEn,64.9,236
008rabbitRe,59.0,236
008rabbitFa,8.7,236
KDFrabbitNum,13.0,236
KDFrabbitEn,270.0,236
KDFrabbitRe,352.6,236
KDFrabbitFa,6.4,236
008wolfNum,191.0,236
008wolfEn,487.0,236
008wolfRe,1046.7,236
008wolfFa,5.5,236
2UDrabbitNum,193.0,236
2UDrabbitEn,84.6,236
2UDrabbitRe,65.5,236
2UDrabbitFa,15.0,236
2UDwolfNum,81.0,236
2UDwolfEn,1458.2,236
2UDwolfRe,2252.2,236
2UDwolfFa,5.4,236
grassNum,6508.0,237
grassEn,211.9,237
grassRe,124.9,237
grassFa,5.9,237
KDFwolfNum,58.0,237
KDFwolfEn,204.8,237
KDFwolfRe,543.9,237
KDFwolfFa,5.4,237
008rabbitNum,204.0,237
008rabbitEn,59.0,237
008rabbitRe,59.1,237
008rabbitFa,8.7,237
KDFrabbitNum,13.0,237
KDFrabbitEn,273.5,237
KDFrabbitRe,352.6,237
KDFrabbitFa,6.4,237
008wolfNum,191.0,237
008wolfEn,482.1,237
008wolfRe,1046.7,237
008wolfFa,5.5,237
2UDrabbitNum,210.0,237
2UDrabbitEn,78.4,237
2UDrabbitRe,65.8,237
2UDrabbitFa,15.0,237
2UDwolfNum,81.0,237
2UDwolfEn,1452.8,237
2UDwolfRe,2252.2,237
2UDwolfFa,5.4,237
grassNum,6552.0,238
grassEn,212.5,238
grassRe,124.8,238
grassFa,5.9,238
KDFwolfNum,58.0,238
KDFwolfEn,199.4,238
KDFwolfRe,543.9,238
KDFwolfFa,5.4,238
008rabbitNum,221.0,238
008rabbitEn,57.0,238
008rabbitRe,59.1,238
008rabbitFa,8.7,238
KDFrabbitNum,13.0,238
KDFrabbitEn,281.7,238
KDFrabbitRe,352.6,238
KDFrabbitFa,6.4,238
008wolfNum,191.0,238
008wolfEn,476.9,238
008wolfRe,1046.7,238
008wolfFa,5.5,238
2UDrabbitNum,227.0,238
2UDrabbitEn,76.6,238
2UDrabbitRe,65.4,238
2UDrabbitFa,15.1,238
2UDwolfNum,81.0,238
2UDwolfEn,1448.2,238
2UDwolfRe,2252.2,238
2UDwolfFa,5.4,238
grassNum,6614.0,239
grassEn,212.5,239
grassRe,124.8,239
grassFa,5.9,239
KDFwolfNum,58.0,239
KDFwolfEn,194.1,239
KDFwolfRe,543.9,239
KDFwolfFa,5.4,239
008rabbitNum,217.0,239
008rabbitEn,62.1,239
008rabbitRe,59.2,239
008rabbitFa,8.6,239
KDFrabbitNum,13.0,239
KDFrabbitEn,291.5,239
KDFrabbitRe,352.6,239
KDFrabbitFa,6.4,239
008wolfNum,192.0,239
008wolfEn,471.4,239
008wolfRe,1046.7,239
008wolfFa,5.5,239
2UDrabbitNum,234.0,239
2UDrabbitEn,77.7,239
2UDrabbitRe,65.6,239
2UDrabbitFa,15.1,239
2UDwolfNum,81.0,239
2UDwolfEn,1443.8,239
2UDwolfRe,2252.2,239
2UDwolfFa,5.4,239
grassNum,6672.0,240
grassEn,212.7,240
grassRe,124.8,240
grassFa,5.9,240
KDFwolfNum,57.0,240
KDFwolfEn,192.0,240
KDFwolfRe,543.9,240
KDFwolfFa,5.4,240
008rabbitNum,225.0,240
008rabbitEn,57.5,240
008rabbitRe,59.3,240
008rabbitFa,8.6,240
KDFrabbitNum,14.0,240
KDFrabbitEn,265.7,240
KDFrabbitRe,351.2,240
KDFrabbitFa,6.3,240
008wolfNum,191.0,240
008wolfEn,468.9,240
008wolfRe,1046.7,240
008wolfFa,5.5,240
2UDrabbitNum,247.0,240
2UDrabbitEn,78.5,240
2UDrabbitRe,65.6,240
2UDrabbitFa,15.1,240
2UDwolfNum,81.0,240
2UDwolfEn,1439.4,240
2UDwolfRe,2252.2,240
2UDwolfFa,5.4,240
grassNum,6728.0,241
grassEn,213.0,241
grassRe,124.8,241
grassFa,6.0,241
KDFwolfNum,56.0,241
KDFwolfEn,195.8,241
KDFwolfRe,543.9,241
KDFwolfFa,5.3,241
008rabbitNum,227.0,241
008rabbitEn,54.6,241
008rabbitRe,59.4,241
008rabbitFa,8.6,241
KDFrabbitNum,13.0,241
KDFrabbitEn,287.9,241
KDFrabbitRe,351.1,241
KDFrabbitFa,6.4,241
008wolfNum,191.0,241
008wolfEn,464.2,241
008wolfRe,1046.7,241
008wolfFa,5.5,241
2UDrabbitNum,256.0,241
2UDrabbitEn,77.7,241
2UDrabbitRe,65.8,241
2UDrabbitFa,14.9,241
2UDwolfNum,81.0,241
2UDwolfEn,1434.4,241
2UDwolfRe,2252.2,241
2UDwolfFa,5.4,241
grassNum,6776.0,242
grassEn,213.2,242
grassRe,124.8,242
grassFa,6.0,242
KDFwolfNum,55.0,242
KDFwolfEn,197.1,242
KDFwolfRe,543.9,242
KDFwolfFa,5.4,242
008rabbitNum,231.0,242
008rabbitEn,56.3,242
008rabbitRe,59.4,242
008rabbitFa,8.5,242
KDFrabbitNum,13.0,242
KDFrabbitEn,281.3,242
