name,alcohol,sugar,acid,oz,style,glass,melt,ingredients,all_text,features,x,y
Classic Daiquiri,0.163473818646232,0.0971136653895275,0.010727969348659001,4.89375,shaken,coupe,0.35,white rum|lime juice|simple syrup,Classic|Daiquiri|shaken|coupe|white|rum|lime|juice|simple|syrup,white|rum|lime|juice|simple|syrup,0.3162837495579108,-0.7762383644396076
Bee's Knees,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lemon juice|honey syrup|lemon wheel,Bee's|Knees|shaken|coupe|gin|lemon|juice|honey|syrup|lemon|wheel,gin|lemon|juice|honey|syrup|lemon|wheel,0.3097876343134505,-0.35906863193458816
Brown Derby,0.169312169312169,0.0870899470899471,0.005079365079365079,4.725,shaken,coupe,0.35,bourbon whiskey|grapefruit juice|honey syrup|grapefruit twist,Brown|Derby|shaken|coupe|bourbon|whiskey|grapefruit|juice|honey|syrup|grapefruit|twist,bourbon|whiskey|grapefruit|juice|honey|syrup|grapefruit|twist,0.2168235574941888,-0.12042601256310656
Gimlet,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lime juice|simple syrup|lime wheel,Gimlet|shaken|coupe|gin|lime|juice|simple|syrup|lime|wheel,gin|lime|juice|simple|syrup|lime|wheel,0.0742831969795477,-0.8208222535142266
Gold Rush,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,old-fashioned,0.35,bourbon whiskey|lemon juice|honey syrup,Gold|Rush|shaken|old-fashioned|bourbon|whiskey|lemon|juice|honey|syrup,bourbon|whiskey|lemon|juice|honey|syrup,0.4071467160540039,-0.17463222379322135
Honeysuckle,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,white rum|lime juice|honey syrup|lime wheel,Honeysuckle|shaken|coupe|white|rum|lime|juice|honey|syrup|lime|wheel,white|rum|lime|juice|honey|syrup|lime|wheel,-0.04360195899624537,-0.8231482719101146
Ode To Viceroy,0.17283950617284,0.13962962962963,0.00802469135802469,4.05,shaken,old-fashioned,0.35,blended scotch whiskey|falernum|lime juice|ginger syrup|lime wheel,Ode|To|Viceroy|shaken|old-fashioned|blended|scotch|whiskey|falernum|lime|juice|ginger|syrup|lime|wheel,blended|scotch|whiskey|falernum|lime|juice|ginger|syrup|lime|wheel,-0.10764619365839877,-0.7472301258441287
Summer Negroni,0.174479166666667,0.0963541666666667,0.0015625,3.84,,,0.28,gin|aperol|bianco vermouth,Summer|Negroni|nan|nan|gin|aperol|bianco|vermouth,gin|aperol|bianco|vermouth,-0.5579771724117979,-0.1970071429290119
Chartreuse Swizzle,0.176190476190476,0.141142857142857,0.0136190476190476,5.25,swizzle,Collins,0.4,Green Chartreuse|pineapple juice|lime juice|falernum|nutmeg|mint sprig,Chartreuse|Swizzle|swizzle|Collins|Green|Chartreuse|pineapple|juice|lime|juice|falernum|nutmeg|mint|sprig,Green|Chartreuse|pineapple|juice|lime|juice|falernum|nutmeg|mint|sprig,-0.4120876882705837,-0.6251231097497676
The Bitter Handshake,0.176923076923077,0.20512820512820498,0.00307692307692308,3.9,stirred,old-fashioned,0.3,Fernet Branca|blood orange juice reduction|rye whiskey simple syrup|orange spiral,The|Bitter|Handshake|stirred|old-fashioned|Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral,Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral,-0.4730519457042491,-0.17348554135598412
Daiquiri,0.178571428571429,0.10563616071428598,0.0100446428571429,4.48,,,0.28,white rum|lime juice|simple syrup,Daiquiri|nan|nan|white|rum|lime|juice|simple|syrup,white|rum|lime|juice|simple|syrup,0.3162837495580219,-0.7762383644395671
20th Century Cocktail,0.17925925925925895,0.074962962962963,0.00977777777777778,5.0625,shaken,coupe,0.35,gin|lemon juice|creme de cacao|Lillet Blanc,20th|Century|Cocktail|shaken|coupe|gin|lemon|juice|creme|de|cacao|Lillet|Blanc,gin|lemon|juice|creme|de|cacao|Lillet|Blanc,-0.26629803074024894,-0.20250236331155055
Abbey Cocktail,0.17962962962963,0.0405555555555556,0.00259259259259259,4.05,shaken,coupe,0.35,gin|Lillet Blanc|orange juice|orange bitters|cherry,Abbey|Cocktail|shaken|coupe|gin|Lillet|Blanc|orange|juice|orange|bitters|cherry,gin|Lillet|Blanc|orange|juice|orange|bitters|cherry,-0.6872211316036331,0.25767001346921686
Corpse Reviver #2,0.17962962962963,0.0668518518518519,0.0122222222222222,4.05,shaken,coupe,0.35,gin|lemon juice|Cointreau|Lillet Blanc|absinthe|orange twist,Corpse|Reviver|#2|shaken|coupe|gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist,gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist,-0.7148415820276485,-0.08435096930750038
Brandy Alexander,0.18233618233618198,0.0418803418803419,0.0015954415954416,4.3875,shaken,coupe,0.35,cognac|heavy cream|simple syrup|grated nutmeg,Brandy|Alexander|shaken|coupe|cognac|heavy|cream|simple|syrup|grated|nutmeg,cognac|heavy|cream|simple|syrup|grated|nutmeg,0.612215243602296,-0.2408920132805287
Mai Tai,0.185185185185185,0.0937037037037037,0.0111111111111111,5.4,shaken,Collins,0.35,dark rum|aged rum|lime juice|orange curacao|orgeat|mint spring,Mai|Tai|shaken|Collins|dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring,dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring,-0.5725412395275902,-0.5456681940187746
Penicillin,0.186153846153846,0.0970769230769231,0.00923076923076923,4.875,stirred,coupe,0.3,blended scotch whiskey|lemon juice|honey syrup|fresh ginger|Islay scotch whiskey,Penicillin|stirred|coupe|blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey,blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey,0.30588372936649466,-0.0003903081478473581
Hemingway Daiquiri,0.18962962962963,0.0472098765432099,0.0112592592592593,5.0625,shaken,coupe,0.35,white rum|lime juice|grapefruit juice|Luxardo Maraschino|salt|lime wheel,Hemingway|Daiquiri|shaken|coupe|white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel,white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel,-0.24526923164630113,-0.7559918462393888
Cosmopolitan,0.190476190476191,0.0624867724867725,0.0120634920634921,4.725,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,-0.704826463517559,-0.3420625055433042
Sawyer,0.19753086419753102,0.0779012345679012,0.007407407407407409,4.05,shaken,old-fashioned,0.35,gin|lime juice|simple syrup|Angostura bitters|Peychaud's bitters|orange bitters,Sawyer|shaken|old-fashioned|gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters,gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters,0.3810618766027611,0.7120892650631686
Harvard Cocktail,0.201041641536462,0.0557407763657363,0.00555555513888894,3.60000045,shaken,coupe,0.35,cognac|sweet vermouth|lemon juice|grenadine|Angostura bitters|lemon twist,Harvard|Cocktail|shaken|coupe|cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist,cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist,-0.2762185285612233,0.5616401541659115
La Rosa,0.209486166007905,0.0758102766798419,0.00711462450592885,6.325,bubbly,,0.1,strawberry|simple syrup|tequila blanco|amaro|lemon juice|pink champagne,La|Rosa|bubbly|nan|strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne,strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne,0.5814246555278879,-0.34368389747421807
Alabazam,0.218855218855219,0.0761616161616162,0.0040404040404040395,3.7125,shaken,coupe,0.35,cognac|Cointreau|Angostura bitters|lemon juice|simple syrup,Alabazam|shaken|coupe|cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup,cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup,0.6527241583700598,0.20802665684862043
Hanky Panky,0.22165992727466396,0.0615384615384615,0.00218623458768381,4.1166671,stirred,coupe,0.3,gin|sweet vermouth|Fernet Branca|orange twist,Hanky|Panky|stirred|coupe|gin|sweet|vermouth|Fernet|Branca|orange|twist,gin|sweet|vermouth|Fernet|Branca|orange|twist,-0.803694278652143,0.08003140731919732
Original Cosmopolitan,0.222222222222222,0.0546759259259259,0.01,5.4,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Original|Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,-0.7048264635175588,-0.3420625055433042
Negroni,0.223611111111111,0.111111111111111,0.00166666666666667,3.6,built,old-fashioned,0.2,gin|sweet vermouth|Campari|orange twist,Negroni|built|old-fashioned|gin|sweet|vermouth|Campari|orange|twist,gin|sweet|vermouth|Campari|orange|twist,-0.8024963715579103,0.12070501646450521
Champs Elysees,0.225374325972871,0.0746887406884287,0.00851063757356276,5.28750045,shaken,coupe,0.35,cognac|Cointreau|Green Chartreuse|lemon juice|simple syrup|Angostura bitters,Champs|Elysees|shaken|coupe|cognac|Cointreau|Green|Chartreuse|lemon|juice|simple|syrup|Angostura|bitters,cognac|Cointreau|Green|Chartreuse|lemon|juice|simple|syrup|Angostura|bitters,0.5943599292622753,0.20014099316685413
Boulevardier,0.229120879120879,0.0879120879120879,0.00131868131868132,4.55,stirred,coupe,0.3,rye whiskey|sweet vermouth|Campari|orange twist,Boulevardier|stirred|coupe|rye|whiskey|sweet|vermouth|Campari|orange|twist,rye|whiskey|sweet|vermouth|Campari|orange|twist,-0.7517053567710126,0.2657275857853776
Blackthorn,0.23365384615384602,0.0692307692307692,0.00115384615384615,3.9,stirred,coupe,0.3,gin|sweet vermouth|sloe gin|orange bitters|orange twist,Blackthorn|stirred|coupe|gin|sweet|vermouth|sloe|gin|orange|bitters|orange|twist,gin|sweet|vermouth|sloe|gin|orange|bitters|orange|twist,-0.756172602212348,0.35540555371713994
Seelbach Cocktail,0.23376623376623398,0.0324675324675325,0.0,3.85,bubbly,coupe,0.1,bourbon whiskey|Cointreau|Angostura bitters|Peychaud's bitters|champagne|orange twist,Seelbach|Cocktail|bubbly|coupe|bourbon|whiskey|Cointreau|Angostura|bitters|Peychaud's|bitters|champagne|orange|twist,bourbon|whiskey|Cointreau|Angostura|bitters|Peychaud's|bitters|champagne|orange|twist,-0.1264515244172658,0.8079812341816367
Last Word,0.235185185185185,0.11407407407407401,0.0111111111111111,4.05,shaken,coupe,0.35,gin|Green Chartreuse|Luxardo Maraschino|lime juice|salt,Last|Word|shaken|coupe|gin|Green|Chartreuse|Luxardo|Maraschino|lime|juice|salt,gin|Green|Chartreuse|Luxardo|Maraschino|lime|juice|salt,-0.4538560632764803,-0.47619921789714253
Martinez,0.23605769356971104,0.06298079501201599,0.0017307690144231,3.4666671,stirred,coupe,0.3,gin|sweet vermouth|Luxardo Maraschino|Angostura bitters,Martinez|stirred|coupe|gin|sweet|vermouth|Luxardo|Maraschino|Angostura|bitters,gin|sweet|vermouth|Luxardo|Maraschino|Angostura|bitters,-0.3442176526413173,0.6443783825000061
Baker Street Swizzle,0.23626373626373603,0.0841758241758242,0.007417582417582421,4.55,swizzle,Collins,0.4,absinthe|falernum|Angostura bitters|lemon juice|mint leaves|mint sprig,Baker|Street|Swizzle|swizzle|Collins|absinthe|falernum|Angostura|bitters|lemon|juice|mint|leaves|mint|sprig,absinthe|falernum|Angostura|bitters|lemon|juice|mint|leaves|mint|sprig,0.14164191795431227,0.24006838716329518
Sidecar,0.237037037037037,0.0517530864197531,0.00888888888888889,5.0625,shaken,coupe,0.35,cognac|Cointreau|lemon juice,Sidecar|shaken|coupe|cognac|Cointreau|lemon|juice,cognac|Cointreau|lemon|juice,-0.06893487819034562,-0.16531686244922747
Brandy Crusta,0.246153846153846,0.0422792022792023,0.00683760683760684,4.3875,shaken,coupe,0.35,cognac|lemon juice|orange curacao|Luxardo Maraschino|lemon spiral|sugar,Brandy|Crusta|shaken|coupe|cognac|lemon|juice|orange|curacao|Luxardo|Maraschino|lemon|spiral|sugar,cognac|lemon|juice|orange|curacao|Luxardo|Maraschino|lemon|spiral|sugar,-0.3391081316100661,-0.0666857887075208
Japanese Cocktail,0.246153846153846,0.123076923076923,0.0,3.25,stirred,coupe,0.3,cognac|orgeat|Angostura bitters|lemon twist,Japanese|Cocktail|stirred|coupe|cognac|orgeat|Angostura|bitters|lemon|twist,cognac|orgeat|Angostura|bitters|lemon|twist,0.009394839436652803,0.5695320960214596
Bourbon Manhattan,0.247435897435897,0.041025641025641,0.00153846153846154,3.9,stirred,coupe,0.3,bourbon whiskey|sweet vermouth|Angostura bitters|cherry,Bourbon|Manhattan|stirred|coupe|bourbon|whiskey|sweet|vermouth|Angostura|bitters|cherry,bourbon|whiskey|sweet|vermouth|Angostura|bitters|cherry,-0.14945591961610466,0.7610482323131205
