name,alcohol,sugar,acid,oz,style,glass,melt,ingredients,all_text,features,x,y
Apple Toddy,0.120967734131114,0.0432208074434157,0.0,6.61333376,hot,mug,0.28,applejack|maple syrup|Angostura bitters|cinnamon tea,Apple|Toddy|hot|mug|applejack|maple|syrup|Angostura|bitters|cinnamon|tea,Apple|Toddy|hot|mug,0.10177507265784647,-0.41989860171870497
Bourbon Toddy,0.120967734131114,0.0154990219335308,0.0,6.61333376,hot,mug,0.28,bourbon whiskey|simple syrup|Angostura bitters|boiling water,Bourbon|Toddy|hot|mug|bourbon|whiskey|simple|syrup|Angostura|bitters|boiling|water,Bourbon|Toddy|hot|mug,0.10901954109605735,-0.4090972883229063
Rum Toddy,0.120967734131114,0.0154990219335308,0.0,6.61333376,hot,mug,0.28,aged rum|simple syrup|Angostura bitters|boiling water,Rum|Toddy|hot|mug|aged|rum|simple|syrup|Angostura|bitters|boiling|water,Rum|Toddy|hot|mug,0.06625691203947562,-0.4426952230156276
Moscow Mule,0.12121212121212101,0.0717045454545455,0.0068181818181818205,6.6,built,,0.2,vodka|ginger syrup|lime juice|club soda,Moscow|Mule|built|nan|vodka|ginger|syrup|lime|juice|club|soda,Moscow|Mule|built|nan,-0.11998229307738634,-0.964373081487556
Jungle Bird,0.12163742690058502,0.10159844054580901,0.0102923976608187,6.4125,shaken,old-fashioned,0.35,blackstrap rum|pineapple juice|Campari|lime juice|simple syrup|pineapple wedge,Jungle|Bird|shaken|old-fashioned|blackstrap|rum|pineapple|juice|Campari|lime|juice|simple|syrup|pineapple|wedge,Jungle|Bird|shaken|old-fashioned,-1.095338072945437,0.2606597567075036
Esplanade Swizzle,0.125714285714286,0.11228571428571402,0.00904761904761905,5.25,swizzle,Collins,0.4,mezcal|sherry|lime juice|falernum|ginger syrup|mint sprig,Esplanade|Swizzle|swizzle|Collins|mezcal|sherry|lime|juice|falernum|ginger|syrup|mint|sprig,Esplanade|Swizzle|swizzle|Collins,0.1305462632131393,-0.5238990491845942
Southside Fizz,0.126482213438735,0.0991304347826087,0.00711462450592885,6.325,bubbly,,0.1,mint leaves|cucumber wheel|simple syrup|gin|lime juice|club soda,Southside|Fizz|bubbly|nan|mint|leaves|cucumber|wheel|simple|syrup|gin|lime|juice|club|soda,Southside|Fizz|bubbly|nan,0.222257928085252,-1.219509662400738
Hot Toddy,0.128528217514309,0.0154990219335308,0.0,6.61333376,hot,mug,0.28,rye whiskey|simple syrup|Angostura bitters|boiling water,Hot|Toddy|hot|mug|rye|whiskey|simple|syrup|Angostura|bitters|boiling|water,Hot|Toddy|hot|mug,0.10804138640823824,-0.46453223976663793
Blood and Sand,0.129320987654321,0.0449382716049383,0.00209876543209877,4.05,shaken,coupe,0.35,blended scotch whiskey|sweet vermouth|Cheery Heering|orange juice|orange twist,Blood|and|Sand|shaken|coupe|blended|scotch|whiskey|sweet|vermouth|Cheery|Heering|orange|juice|orange|twist,Blood|and|Sand|shaken|coupe,0.5487137351006751,0.504380602236564
The Bamboo,0.130859375,0.01953125,0.00234375,3.84,,,0.28,sherry|dry vermouth|orange bitters|Angostura bitters,The|Bamboo|nan|nan|sherry|dry|vermouth|orange|bitters|Angostura|bitters,The|Bamboo|nan|nan,0.1866205821809761,-1.66530643023686
Champagne Cocktail,0.133037694013304,0.0221729490022173,0.0,5.6375,bubbly,flute,0.1,champagne|sugar|Angostura bitters|lemon twist,Champagne|Cocktail|bubbly|flute|champagne|sugar|Angostura|bitters|lemon|twist,Champagne|Cocktail|bubbly|flute,0.17061337276198194,-0.46015382708526326
Pisco Sour,0.133667502088555,0.0790726817042606,0.0075187969924812,5.985,fizz,coupe,0.33,pisco|egg white|simple syrup|lime juice|Angostura bitters,Pisco|Sour|fizz|coupe|pisco|egg|white|simple|syrup|lime|juice|Angostura|bitters,Pisco|Sour|fizz|coupe,0.4872054637282168,0.19036179034758224
Old Hickory,0.141666666666667,0.0791666666666667,0.005,3.6,built,old-fashioned,0.2,sweet vermouth|dry vermouth|Peychaud's bitters|orange bitters|lemon twist,Old|Hickory|built|old-fashioned|sweet|vermouth|dry|vermouth|Peychaud's|bitters|orange|bitters|lemon|twist,Old|Hickory|built|old-fashioned,-2.0860532681476136,0.16306292795051439
Margarita,0.14251739936348098,0.109299478893435,0.0146889098730458,7.14825,shaken,coupe,0.35,tequila|triple sec|lime juice|lemon juice|simple syrup|salt,Margarita|shaken|coupe|tequila|triple|sec|lime|juice|lemon|juice|simple|syrup|salt,Margarita|shaken|coupe,0.5315736800657033,0.4948009350784457
Goslings Swizzle,0.14285714285714302,0.0758730158730159,0.00547619047619048,6.3,swizzle,Collins,0.4,aged rum|dark rum|orange juice|pineapple juice|falernum|Angostura bitters|mint sprig|orange peel,Goslings|Swizzle|swizzle|Collins|aged|rum|dark|rum|orange|juice|pineapple|juice|falernum|Angostura|bitters|mint|sprig|orange|peel,Goslings|Swizzle|swizzle|Collins,0.1305462632131393,-0.5238990491845942
Whiskey Sour,0.146079484425349,0.0809881847475833,0.00644468313641246,5.81875,fizz,coupe,0.33,rye whiskey|egg white|simple syrup|lemon juice|salt,Whiskey|Sour|fizz|coupe|rye|whiskey|egg|white|simple|syrup|lemon|juice|salt,Whiskey|Sour|fizz|coupe,0.46963021159182966,0.2256855389085382
Scofflaw Cocktail,0.150462962962963,0.0716666666666667,0.009861111111111109,5.4,shaken,coupe,0.35,rye whiskey|dry vermouth|lemon juice|grenadine|orange bitter|orange twist,Scofflaw|Cocktail|shaken|coupe|rye|whiskey|dry|vermouth|lemon|juice|grenadine|orange|bitter|orange|twist,Scofflaw|Cocktail|shaken|coupe,0.5825579145806707,0.5786946387422379
Brandy 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,cognac|lemon juice|simple syrup|champagne,Brandy|75|bubbly|nan|cognac|lemon|juice|simple|syrup|champagne,Brandy|75|bubbly|nan,0.20294931667715377,-1.3216525672447579
French 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,gin|lemon juice|simple syrup|champagne,French|75|bubbly|nan|gin|lemon|juice|simple|syrup|champagne,French|75|bubbly|nan,0.18999652220580762,-1.367666128727789
Pisco 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,strawberry|simple syrup|pisco|lemon juice|champagne,Pisco|75|bubbly|nan|strawberry|simple|syrup|pisco|lemon|juice|champagne,Pisco|75|bubbly|nan,0.1944083514228836,-1.337943152379565
Rum 75,0.156565656565657,0.0637373737373737,0.00606060606060606,4.95,bubbly,,0.1,aged rum|lemon juice|simple syrup|champagne,Rum|75|bubbly|nan|aged|rum|lemon|juice|simple|syrup|champagne,Rum|75|bubbly|nan,0.15091301963729167,-1.3459430630053084
Tequila 75,0.156565656565657,0.0521212121212121,0.00606060606060606,4.95,bubbly,,0.1,tequila blanco|lemon juice|agave nectar|champagne,Tequila|75|bubbly|nan|tequila|blanco|lemon|juice|agave|nectar|champagne,Tequila|75|bubbly|nan,0.18761208887851777,-1.3418943144706663
Cuba Kola,0.15674074074074099,0.0731555555555556,0.0151607411604239,8.4375,shaken,old-fashioned,0.35,lime juice|overproof rum|orange juice|dark rum|honey syrup|Angostura bitters|absinthe|pineapple wedge|cherry,Cuba|Kola|shaken|old-fashioned|lime|juice|overproof|rum|orange|juice|dark|rum|honey|syrup|Angostura|bitters|absinthe|pineapple|wedge|cherry,Cuba|Kola|shaken|old-fashioned,-1.095338072945437,0.2606597567075036
Gargoyle and Spire,0.15909090909090898,0.0349431818181818,0.0,4.4,bubbly,highball,0.1,gin|Strega|simple syrup|orange bitters|champagne|orange twist,Gargoyle|and|Spire|bubbly|highball|gin|Strega|simple|syrup|orange|bitters|champagne|orange|twist,Gargoyle|and|Spire|bubbly|highball,0.131296171230564,-0.5472254463577224
Bitter French,0.159808612440191,0.07186602870813401,0.0057416267942583706,5.225,bubbly,,0.1,gin|Campari|lemon juice|simple syrup|champagne,Bitter|French|bubbly|nan|gin|Campari|lemon|juice|simple|syrup|champagne,Bitter|French|bubbly|nan,0.17093350019480266,-1.2416520986421267
Classic Daiquiri,0.163473818646232,0.0971136653895275,0.010727969348659001,4.89375,shaken,coupe,0.35,white rum|lime juice|simple syrup,Classic|Daiquiri|shaken|coupe|white|rum|lime|juice|simple|syrup,Classic|Daiquiri|shaken|coupe,0.5499161706049737,0.4812475594160611
Bee's Knees,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lemon juice|honey syrup|lemon wheel,Bee's|Knees|shaken|coupe|gin|lemon|juice|honey|syrup|lemon|wheel,Bee's|Knees|shaken|coupe,0.5390937572884097,0.5052887421075254
Brown Derby,0.169312169312169,0.0870899470899471,0.005079365079365079,4.725,shaken,coupe,0.35,bourbon whiskey|grapefruit juice|honey syrup|grapefruit twist,Brown|Derby|shaken|coupe|bourbon|whiskey|grapefruit|juice|honey|syrup|grapefruit|twist,Brown|Derby|shaken|coupe,0.5390937572884097,0.5052887421075254
Gimlet,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,gin|lime juice|simple syrup|lime wheel,Gimlet|shaken|coupe|gin|lime|juice|simple|syrup|lime|wheel,Gimlet|shaken|coupe,0.5315736800657033,0.4948009350784457
Gold Rush,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,old-fashioned,0.35,bourbon whiskey|lemon juice|honey syrup,Gold|Rush|shaken|old-fashioned|bourbon|whiskey|lemon|juice|honey|syrup,Gold|Rush|shaken|old-fashioned,-1.095338072945437,0.2606597567075036
Honeysuckle,0.169312169312169,0.10015873015873,0.00952380952380952,4.725,shaken,coupe,0.35,white rum|lime juice|honey syrup|lime wheel,Honeysuckle|shaken|coupe|white|rum|lime|juice|honey|syrup|lime|wheel,Honeysuckle|shaken|coupe,0.5315736800657033,0.4948009350784457
Ode To Viceroy,0.17283950617284,0.13962962962963,0.00802469135802469,4.05,shaken,old-fashioned,0.35,blended scotch whiskey|falernum|lime juice|ginger syrup|lime wheel,Ode|To|Viceroy|shaken|old-fashioned|blended|scotch|whiskey|falernum|lime|juice|ginger|syrup|lime|wheel,Ode|To|Viceroy|shaken|old-fashioned,-1.1110559820464034,0.2663043470980339
Summer Negroni,0.174479166666667,0.0963541666666667,0.0015625,3.84,,,0.28,gin|aperol|bianco vermouth,Summer|Negroni|nan|nan|gin|aperol|bianco|vermouth,Summer|Negroni|nan|nan,0.18225591773420707,-1.6706452496802073
Chartreuse Swizzle,0.176190476190476,0.141142857142857,0.0136190476190476,5.25,swizzle,Collins,0.4,Green Chartreuse|pineapple juice|lime juice|falernum|nutmeg|mint sprig,Chartreuse|Swizzle|swizzle|Collins|Green|Chartreuse|pineapple|juice|lime|juice|falernum|nutmeg|mint|sprig,Chartreuse|Swizzle|swizzle|Collins,0.1305462632131393,-0.5238990491845942
The Bitter Handshake,0.176923076923077,0.20512820512820498,0.00307692307692308,3.9,stirred,old-fashioned,0.3,Fernet Branca|blood orange juice reduction|rye whiskey simple syrup|orange spiral,The|Bitter|Handshake|stirred|old-fashioned|Fernet|Branca|blood|orange|juice|reduction|rye|whiskey|simple|syrup|orange|spiral,The|Bitter|Handshake|stirred|old-fashioned,-1.1277267013295724,0.22717785592815176
Daiquiri,0.178571428571429,0.10563616071428598,0.0100446428571429,4.48,,,0.28,white rum|lime juice|simple syrup,Daiquiri|nan|nan|white|rum|lime|juice|simple|syrup,Daiquiri|nan|nan,0.21509061104179378,-1.6154789238133358
20th Century Cocktail,0.17925925925925895,0.074962962962963,0.00977777777777778,5.0625,shaken,coupe,0.35,gin|lemon juice|creme de cacao|Lillet Blanc,20th|Century|Cocktail|shaken|coupe|gin|lemon|juice|creme|de|cacao|Lillet|Blanc,20th|Century|Cocktail|shaken|coupe,0.590799256597086,0.5909606578008504
Abbey Cocktail,0.17962962962963,0.0405555555555556,0.00259259259259259,4.05,shaken,coupe,0.35,gin|Lillet Blanc|orange juice|orange bitters|cherry,Abbey|Cocktail|shaken|coupe|gin|Lillet|Blanc|orange|juice|orange|bitters|cherry,Abbey|Cocktail|shaken|coupe,0.5825579145806707,0.5786946387422383
Corpse Reviver #2,0.17962962962963,0.0668518518518519,0.0122222222222222,4.05,shaken,coupe,0.35,gin|lemon juice|Cointreau|Lillet Blanc|absinthe|orange twist,Corpse|Reviver|#2|shaken|coupe|gin|lemon|juice|Cointreau|Lillet|Blanc|absinthe|orange|twist,Corpse|Reviver|#2|shaken|coupe,0.5390937572884097,0.5052887421075254
Brandy Alexander,0.18233618233618198,0.0418803418803419,0.0015954415954416,4.3875,shaken,coupe,0.35,cognac|heavy cream|simple syrup|grated nutmeg,Brandy|Alexander|shaken|coupe|cognac|heavy|cream|simple|syrup|grated|nutmeg,Brandy|Alexander|shaken|coupe,0.5497419451617931,0.4876103729539891
Mai Tai,0.185185185185185,0.0937037037037037,0.0111111111111111,5.4,shaken,Collins,0.35,dark rum|aged rum|lime juice|orange curacao|orgeat|mint spring,Mai|Tai|shaken|Collins|dark|rum|aged|rum|lime|juice|orange|curacao|orgeat|mint|spring,Mai|Tai|shaken|Collins,0.20397088011498207,-0.09412158044634655
Penicillin,0.186153846153846,0.0970769230769231,0.00923076923076923,4.875,stirred,coupe,0.3,blended scotch whiskey|lemon juice|honey syrup|fresh ginger|Islay scotch whiskey,Penicillin|stirred|coupe|blended|scotch|whiskey|lemon|juice|honey|syrup|fresh|ginger|Islay|scotch|whiskey,Penicillin|stirred|coupe,0.5034470033345729,0.5073286631366776
Hemingway Daiquiri,0.18962962962963,0.0472098765432099,0.0112592592592593,5.0625,shaken,coupe,0.35,white rum|lime juice|grapefruit juice|Luxardo Maraschino|salt|lime wheel,Hemingway|Daiquiri|shaken|coupe|white|rum|lime|juice|grapefruit|juice|Luxardo|Maraschino|salt|lime|wheel,Hemingway|Daiquiri|shaken|coupe,0.5499161706049737,0.481247559416061
Cosmopolitan,0.190476190476191,0.0624867724867725,0.0120634920634921,4.725,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,Cosmopolitan|shaken|coupe,0.5392001634663081,0.5055111396440393
Sawyer,0.19753086419753102,0.0779012345679012,0.007407407407407409,4.05,shaken,old-fashioned,0.35,gin|lime juice|simple syrup|Angostura bitters|Peychaud's bitters|orange bitters,Sawyer|shaken|old-fashioned|gin|lime|juice|simple|syrup|Angostura|bitters|Peychaud's|bitters|orange|bitters,Sawyer|shaken|old-fashioned,-1.0800586771406118,0.2552494853106131
Harvard Cocktail,0.201041641536462,0.0557407763657363,0.00555555513888894,3.60000045,shaken,coupe,0.35,cognac|sweet vermouth|lemon juice|grenadine|Angostura bitters|lemon twist,Harvard|Cocktail|shaken|coupe|cognac|sweet|vermouth|lemon|juice|grenadine|Angostura|bitters|lemon|twist,Harvard|Cocktail|shaken|coupe,0.5825579145806707,0.5786946387422379
La Rosa,0.209486166007905,0.0758102766798419,0.00711462450592885,6.325,bubbly,,0.1,strawberry|simple syrup|tequila blanco|amaro|lemon juice|pink champagne,La|Rosa|bubbly|nan|strawberry|simple|syrup|tequila|blanco|amaro|lemon|juice|pink|champagne,La|Rosa|bubbly|nan,0.18453199436259746,-1.217343481586975
Alabazam,0.218855218855219,0.0761616161616162,0.0040404040404040395,3.7125,shaken,coupe,0.35,cognac|Cointreau|Angostura bitters|lemon juice|simple syrup,Alabazam|shaken|coupe|cognac|Cointreau|Angostura|bitters|lemon|juice|simple|syrup,Alabazam|shaken|coupe,0.5315736800657033,0.4948009350784457
Hanky Panky,0.22165992727466396,0.0615384615384615,0.00218623458768381,4.1166671,stirred,coupe,0.3,gin|sweet vermouth|Fernet Branca|orange twist,Hanky|Panky|stirred|coupe|gin|sweet|vermouth|Fernet|Branca|orange|twist,Hanky|Panky|stirred|coupe,0.5105691775215044,0.5180820080519509
Original Cosmopolitan,0.222222222222222,0.0546759259259259,0.01,5.4,shaken,coupe,0.35,Absolut Citron vodka|Cointreau|cranberry juice|lime juice|orange twist,Original|Cosmopolitan|shaken|coupe|Absolut|Citron|vodka|Cointreau|cranberry|juice|lime|juice|orange|twist,Original|Cosmopolitan|shaken|coupe,0.5467217249997937,0.5160035627713064
Negroni,0.223611111111111,0.111111111111111,0.00166666666666667,3.6,built,old-fashioned,0.2,gin|sweet vermouth|Campari|orange twist,Negroni|built|old-fashioned|gin|sweet|vermouth|Campari|orange|twist,Negroni|built|old-fashioned,-1.4362528871000424,-0.02470062023551607
Champs Elysees,0.225374325972871,0.0746887406884287,0.00851063757356276,5.28750045,shaken,coupe,0.35,cognac|Cointreau|Green Chartreuse|lemon juice|simple syrup|Angostura bitters,Champs|Elysees|shaken|coupe|cognac|Cointreau|Green|Chartreuse|lemon|juice|simple|syrup|Angostura|bitters,Champs|Elysees|shaken|coupe,0.5390937572884097,0.5052887421075254
Boulevardier,0.229120879120879,0.0879120879120879,0.00131868131868132,4.55,stirred,coupe,0.3,rye whiskey|sweet vermouth|Campari|orange twist,Boulevardier|stirred|coupe|rye|whiskey|sweet|vermouth|Campari|orange|twist,Boulevardier|stirred|coupe,0.5034470033345729,0.5073286631366776
Blackthorn,0.23365384615384602,0.0692307692307692,0.00115384615384615,3.9,stirred,coupe,0.3,gin|sweet vermouth|sloe gin|orange bitters|orange twist,Blackthorn|stirred|coupe|gin|sweet|vermouth|sloe|gin|orange|bitters|orange|twist,Blackthorn|stirred|coupe,0.5034470033345729,0.5073286631366776
Seelbach Cocktail,0.23376623376623398,0.0324675324675325,0.0,3.85,bubbly,coupe,0.1,bourbon whiskey|Cointreau|Angostura bitters|Peychaud's bitters|champagne|orange twist,Seelbach|Cocktail|bubbly|coupe|bourbon|whiskey|Cointreau|Angostura|bitters|Peychaud's|bitters|champagne|orange|twist,Seelbach|Cocktail|bubbly|coupe,0.5168264867651674,0.07526178273881136
Last Word,0.235185185185185,0.11407407407407401,0.0111111111111111,4.05,shaken,coupe,0.35,gin|Green Chartreuse|Luxardo Maraschino|lime juice|salt,Last|Word|shaken|coupe|gin|Green|Chartreuse|Luxardo|Maraschino|lime|juice|salt,Last|Word|shaken|coupe,0.5390937572884097,0.5052887421075251
Martinez,0.23605769356971104,0.06298079501201599,0.0017307690144231,3.4666671,stirred,coupe,0.3,gin|sweet vermouth|Luxardo Maraschino|Angostura bitters,Martinez|stirred|coupe|gin|sweet|vermouth|Luxardo|Maraschino|Angostura|bitters,Martinez|stirred|coupe,0.5034470033345729,0.5073286631366776
Baker Street Swizzle,0.23626373626373603,0.0841758241758242,0.007417582417582421,4.55,swizzle,Collins,0.4,absinthe|falernum|Angostura bitters|lemon juice|mint leaves|mint sprig,Baker|Street|Swizzle|swizzle|Collins|absinthe|falernum|Angostura|bitters|lemon|juice|mint|leaves|mint|sprig,Baker|Street|Swizzle|swizzle|Collins,0.1323930777137692,-0.5350036202171755
Sidecar,0.237037037037037,0.0517530864197531,0.00888888888888889,5.0625,shaken,coupe,0.35,cognac|Cointreau|lemon juice,Sidecar|shaken|coupe|cognac|Cointreau|lemon|juice,Sidecar|shaken|coupe,0.5315736800657034,0.4948009350784457
Brandy Crusta,0.246153846153846,0.0422792022792023,0.00683760683760684,4.3875,shaken,coupe,0.35,cognac|lemon juice|orange curacao|Luxardo Maraschino|lemon spiral|sugar,Brandy|Crusta|shaken|coupe|cognac|lemon|juice|orange|curacao|Luxardo|Maraschino|lemon|spiral|sugar,Brandy|Crusta|shaken|coupe,0.5497419451617931,0.4876103729539891
Japanese Cocktail,0.246153846153846,0.123076923076923,0.0,3.25,stirred,coupe,0.3,cognac|orgeat|Angostura bitters|lemon twist,Japanese|Cocktail|stirred|coupe|cognac|orgeat|Angostura|bitters|lemon|twist,Japanese|Cocktail|stirred|coupe,0.5544312378495402,0.5912223668004696
Bourbon Manhattan,0.247435897435897,0.041025641025641,0.00153846153846154,3.9,stirred,coupe,0.3,bourbon whiskey|sweet vermouth|Angostura bitters|cherry,Bourbon|Manhattan|stirred|coupe|bourbon|whiskey|sweet|vermouth|Angostura|bitters|cherry,Bourbon|Manhattan|stirred|coupe,0.5193361177356238,0.5203930663235415
Jersey Julep,0.25,0.13671875,0.0,3.2,,,0.28,mint leaves|maple syrup|apple brandy,Jersey|Julep|nan|nan|mint|leaves|maple|syrup|apple|brandy,Jersey|Julep|nan|nan,0.20257432894860777,-1.6701216950137479
Montegomatica,0.250661378921013,0.0946031678458055,0.0103174595804989,6.30000045,shaken,hurricane,0.35,overproof rum|Fernet Branca|falernum|lime juice|mint sprig|blackstrap rum,Montegomatica|shaken|hurricane|overproof|rum|Fernet|Branca|falernum|lime|juice|mint|sprig|blackstrap|rum,Montegomatica|shaken|hurricane,0.18385287837465827,-0.019946054170340687
Pegu Club,0.250712250712251,0.0325925925925926,0.00683760683760684,4.3875,shaken,coupe,0.35,gin|lime juice|orange curacao|Angostura bitters|orange bitters,Pegu|Club|shaken|coupe|gin|lime|juice|orange|curacao|Angostura|bitters|orange|bitters,Pegu|Club|shaken|coupe,0.5390937572884097,0.5052887421075254
Old Pal,0.25521978021978,0.0445054945054945,0.000989010989010989,4.55,stirred,coupe,0.3,rye whiskey|dry vermouth|Campari,Old|Pal|stirred|coupe|rye|whiskey|dry|vermouth|Campari,Old|Pal|stirred|coupe,-0.14381100255630652,0.6604161864431239
Black Feather,0.258241758241758,0.0340659340659341,0.00131868131868132,4.55,stirred,coupe,0.3,cognac|dry vermouth|Cointreau|Angostura bitters,Black|Feather|stirred|coupe|cognac|dry|vermouth|Cointreau|Angostura|bitters,Black|Feather|stirred|coupe,0.5105691775215044,0.5180820080519509
Brooklyn,0.25857988165680496,0.0479289940828402,0.000710059171597633,4.225,stirred,coupe,0.3,rye whiskey|Amer Picon|dry vermouth|Luxardo Maraschino|Angostura bitters|cherry,Brooklyn|stirred|coupe|rye|whiskey|Amer|Picon|dry|vermouth|Luxardo|Maraschino|Angostura|bitters|cherry,Brooklyn|stirred|coupe,0.5034470033345729,0.5073286631366776
Bobby Burns,0.2625,0.046474358974359,0.00115384615384615,3.9,stirred,coupe,0.3,blended scotch whiskey|sweet vermouth|Benedictine|lemon twist,Bobby|Burns|stirred|coupe|blended|scotch|whiskey|sweet|vermouth|Benedictine|lemon|twist,Bobby|Burns|stirred|coupe,0.5105691775215044,0.518082008051951
Rob Roy,0.265976331360947,0.0284023668639053,0.00106508875739645,4.225,stirred,coupe,0.3,blended scotch whiskey|sweet vermouth|Angostura bitters|lemon twist,Rob|Roy|stirred|coupe|blended|scotch|whiskey|sweet|vermouth|Angostura|bitters|lemon|twist,Rob|Roy|stirred|coupe,0.5105691775215044,0.5180820080519509
